claim_id,claim,status,location,dependencies,script,external_data,supersedes,canonical_status,active
E8.GAUSSIAN.CODE.01,"Review contract (external review, theorem candidate, registered 2026-08-03): E8(Z[i])/(1+i) is the information space of RM(1,3) -- the mu4 complex structure J makes E8 a rank-4 Z[i]-lattice; the (1+i)-quotient is F2^4; the 240 roots fall 15 x 16; sigma acts as the RM(1,3) family permutation.  FIRST SLICE EXECUTED by v689 (26/26, GAUSSIAN-CODE-BRIDGE-EXACT): the full 6-step census verbatim, exact arithmetic, all must-fail controls firing.  REMAINING: the paper-level theorem writeup (the census IS the proof skeleton; the residual gauge order 18 documented).  NOTE (2026-08-04, v736/v737 -- marker UNCHANGED): the ORBIT PACKET lemma is machine-closed [E] (Burnside 7 = (15+3+3)/3, the canonical 5 x 48 split, the (1,1,2) anchor from the fixed-syndrome leader weights (0,1,1,2), the q = 16 normal form 240 = 16*15 / 248 = 240+8; P1/P2 typed as EXACT-INTERNAL-RECONSTRUCTION behind the circularity fence; companion Lean module OrbitPacket.lean, 34 theorems kernel-checked), and the seam-48 intertwiner sharpening is DEAD (v737: incidence distribution 0:96/1:64/2:64/3:16 instead of == 1, representative-independent over all 2304 order-5 elements) -- 240 = 48 x 5 remains a factorization WITHOUT coordinatization.  NOTE (2026-08-05, v782/v783 -- marker UNCHANGED): the code bridge acquires its operational identification -- the 60 Gaussian lines ARE the 60 two-qubit stabilizer rays entry-exactly over Z[i] with U G31 U^-1 an index-2 subgroup of the Clifford matrix group (classes = the 15 Pauli contexts, spreads = the MUB pentads; the index bit is the sqrt2/Hadamard Galois bit, NOT J <-> -J; v783), and the 240 = 16 x 15 transition reading is settled at TORSOR level (each class fiber a canonical v_perp pair-torsor; the frozen predicate reproduces all 57600 inner products; NO deck-equivariant 16-state labeling exists -- proof-grade obstruction; v782).",Review contract; first slice machine-closed [E] (v689); remaining: theorem writeup.,tfpt_research_contracts,E8.GAUSSCODE.01; E8.CODESEM.01; E8.CODE.01,-,-,-,EXECUTED (first slice): v689 closes the census + semantics exactly (26/26); remaining: theorem writeup.,true
E8.QUARTIC.HALF.01,"Review contract (external review, theorem candidate, registered 2026-08-03): restricting the W(E8) invariant root power sums to the holomorphic mu4 eigenspace V^{1,0} kills exactly the half {2,14,18,30} and keeps {8,12,20,24} = Deg(G31) -- 'G31 is the holomorphic mu4 shadow of the E8 compiler'.  FIRST SLICE EXECUTED by v690 (22/22, QUARTIC-HALF-ALIVE) WITH the honest correction: the vanishing half is TRUE but TRIVIAL (mu4 orbit factor -- holds for all d != 0 mod 4, not degree-list-specific); the substance is F8/F12/F20/F24 as a system of basic G31 invariants (Chevalley cited; the holomorphic restriction generates the FULL G31 ring).  REMAINING: the symbolic degree-60 Jacobian factorization (cited standard theorem, named residual) and the paper-level writeup.",Review contract; first slice machine-closed [E]/[PROOF] with honest typing correction (v690); remaining: Jacobian factorization symbolics + writeup.,tfpt_research_contracts,E8.QUARTICHALF.01; E8.ST31.01,-,Chevalley Amer. J. Math. 77 (1955),-,"EXECUTED (first slice): v690 proves the vanishing half (trivial, honestly typed) and establishes the basic-invariant substance; remaining: symbolic Jacobian factorization + writeup.",true
PRIME.W3.INTERPOLATION.01,"Review contract (registered 2026-08-03): the alias-interpolation falsifier -- every isolated off-line zero produces, at a large enough window, an explicitly constructible negative test vector, with an explicit threshold in xi = 2 alpha delta.  FIRST SLICE EXECUTED by v688 (15/15, INTERP-FALSIFIER-CONSTRUCTIVE): detection guarantee 2 alpha delta >= 1.974 (C_up = 0.987) on all mapped cells, x2 better than the v677 mode map; masking fully adjudicated (46 broken + 2 provably sub-resolution of 48).  REMAINING: the alias-interpolation lemma as a paper lemma (building blocks named: v678 node separation, Beurling-Selberg/Vaaler majorants).",Review contract; first slice machine-closed [E]/[MEASURED] (v688); remaining: the lemma as paper lemma.,tfpt_research_contracts,PRIME.INTERP.01; PRIME.W3STRUCT.01,-,Vaaler Bull. AMS 12 (1985),-,EXECUTED (first slice): v688 makes the falsifier constructive with explicit constants; remaining: paper lemma.,true
PRIME.Z1.OPERATOR.01,"Research contract (registered 2026-08-03, OPEN -- Offensive 5 running): the Z1 gap of the Hecke-SOS mechanism (v691) -- construct a self-adjoint geometric operator whose polynomial traces are the deployed window moments (the Hilbert-Polya step of the extracted Ihara mechanism), WITHOUT zeros as input.  CONTEXT: v691 shows the target factorisation exists exactly in the Ihara lab (P >= 0 <=> Ramanujan; one operator inequality) and that the deployed zeta form is the sine/defect half of the canonical split -- Z1 is the exactly-named missing ingredient; Z2 (the norm bound) would be RH itself.  KILL CRITERIA: an operator defined through zeros or an RH-equivalent norm assumption = renaming.  FENCE: a research contract, NOT a claim; no marker move; NO RH statement.  [2026-08-03 LI: series 5-5d status -- the measure comes from counting [E] (v695: E8 shell recursion atoms exact, arch/pole via Gamma duplication, seam + orbifold dead as spectrum); the canonical operator exists (v696: CMV/Jacobi, moments 2e-13; coefficients counting-structured, renaming clause refuted, no closed law yet); masses + positions are forced (measured) (v697: exact transfer identity + inverted stabilization law ~10%; v698: positions 0.5-2 cells, shooting mass recovery 0.11%); REMAINING: lookahead autonomy (greedy saturation) + the continuum reading -- the contract stays OPEN.]  [2026-08-03 LII: the montage + the moonshot -- the continuum candidate is ASSEMBLED (v713: cover limit 6.2e-8, D^2 mass rate, one UV slot, divergence exactly at s <= 1/2; the 5b negative was a normalization artifact) and the atom layer is GROUPOID-INTERNAL (v714 MOONSHOT-GO: primitive degrees = Gaussian prime norms, de-divisorization 4e-13, sigma descent dev 0.00; E8-unspecific, specificity = stage 2); the chain arc S-A..S-G is fully typed (v703-v711: tolerance induction dead, G1 = [E-edge]+[E-Hecke]+[M-rate], corridor position ~0.53 open); the flow is a VERIFIER, not a generator (v702).  The contract stays OPEN: the continuum THEOREMS (self-adjointness, trace identification, positivity) are missing -- named in v713, not claimed.]  [2026-08-05 LXI, SHARPENED -- the diagonal-Gram closure hands over (PRIME.GRAM.DIAGONAL.01 closed per its own frozen stakes): TARGET FORM (review-sharpened): construct a self-adjoint geometric BULK operator with a canonical finite-dimensional boundary/threshold structure whose Weyl M-function delivers the qf block and whose relative trace formula reproduces the full Weil formula.  MEASURED HANDOVER CONTENT (mandatory constraints any Z1 candidate must carry): (i) the Hecke/E8 bulk + archimedean lift (v714/v716); (ii) the moving-edge threshold structure with its measured cadence -- mode entries at M ~ 888/992/1108/1276, DX widening 1.625 -> 2.625 (spread 0.381, not regular at the 0.25 bar), avoided crossing 0.0039 at M = 1240 (v772); (iii) the ram-odd contact direction (cos 0.997 rung-stable, v771); (iv) the settled per-function coupling levels (R2 0.225..0.358, R1 0.008..0.079, v770); (v) the cell-ordered prime transport in domain-preserving (Nevanlinna/Loewner) form (v773 exact cocycle).  KILL CRITERIA (house style, active): an operator defined through zeros or an RH-equivalent norm assumption = renaming (unchanged); ADDITIONAL KILLS: a candidate whose threshold structure cannot carry the measured widening cadence, or whose M-function block contradicts the settled qf coupling levels or the ram-odd contact direction, is dead on arrival.  NO RH claim.]  [2026-08-05 LXII, THE COMPACTNESS SPLIT MEASURED (v780, the sharpened-Z1 trilogy): the N2 GNS/Jacobi family carries the ram-odd contact (cos up to 0.9971, 5/5), edge collisions at the source depth (0.0032 vs 0.0039) and settled couplings (14/14 P) NATIVELY in its self-adjoint frame, but NOT the widening cadence (regular quadrature filling, free-Jacobi type) -- the cell structure must be imported as boundary data; the finite boundary triple (A = 2 - J_K, imported Gram band) is EXACTLY Herglotz through all typed transitions but dies as a whitened K = M/2 import (Gram near-kernel packets delocalized: cell-mass exactly 0.500 beyond the half-window; delivery 5.88; arithmetic-specific 5.9 vs GOE 13.0 vs random 132.5; full-depth GNS provably out of reach by deepening, e^27.75 atoms); with the RAW mu-weighted import the variable-edge Herglotz family is BOUNDED (ratio 0.936) and EQUICONTINUOUS (0.807) with SUMMABLE ~rank-one entry poles at the arithmetic thresholds (c_mass max 0.032 << 1; rank ratios 0.80..0.87 -- the 0.997-contact prediction confirmed), while the delivery metric loses discrimination (typed UNRESOLVED-BY-THIS-METRIC) and the moment functionals do not settle (osc 22.1).  MEASURED UNIFICATION: this contract and PRIME.KMS.INDUCTIVE_STATE.02 SHARE their compactness theorem (CARRIED: Helly/Montel at finite level) and SHARE their single remaining obstruction -- state SELECTION == IMPORT-FAITHFUL boundary coupling (a coupling of the Gram band to the bulk that does not pass through the lossy half-window frame); the merged target is named Z1-COMPACTNESS (PRIME.Z1.COMPACTNESS.01 / v780); both contract rows stay, cross-referenced, and any future module must attack the shared delta, not the two contracts separately.  NO RH claim.]",Open research contract [O] (registered 2026-08-03; SHARPENED 2026-08-05 with the measured qf handover constraints after the PRIME.GRAM.DIAGONAL.01 closure; kill criteria active).,tfpt_research_contracts,PRIME.HECKESOS.01; PRIME.WEIL.OPERATOR.01; PRIME.GRAM.DIAGONAL.01; PRIME.QFBUNDLE.01; PRIME.QFCENSUS.01; PRIME.QFFESHBACH.01; PRIME.QFCOCYCLE.01,-,-,-,"OPEN [O], SHARPENED 2026-08-05: self-adjoint geometric bulk operator + canonical finite-dim boundary/threshold structure; Weyl M-function delivers the qf block; relative trace formula reproduces the full Weil formula; mandatory measured constraints: Hecke/E8 bulk + arch lift, moving-edge cadence (entries 888/992/1108/1276, DX 1.625 -> 2.625, crossing 0.0039), ram-odd contact (cos 0.997), settled levels (R2 0.225..0.358, R1 0.008..0.079), domain-preserving cell transport; kills active (zeros/RH-norm = renaming; cadence/level contradictions = dead on arrival); 2026-08-05 (v780): compactness half CARRIED (bounded 0.936 + equicontinuous 0.807 + summable rank-one entry poles c_mass 0.032), selection half OPEN -- shared with INDUCTIVE_STATE.02 as the single obstruction (import-faithful boundary coupling); merged target Z1-COMPACTNESS; no RH statement.",true
PRIME.RANK3LOCKGRAM.01,"Typing T-B through the zero side -- OFFENSIVE 2d: the deployed 2x2 lock block as an almost-collinear Gram matrix (one module, 7 checks, ~20 s; discovery probe rank3_lockgram_probe.py 7/7).  THE DECOMPOSITION [E]: via the v677 master identity, polarized, Ahat2 = G_Z + P + tail per entry (declared bar; T163 re-check t^T A t = B2 - S2): a POSITIVE zero-Gram G_Z (per-zero 2x2 psd of rank <= 2, Cauchy-Schwarz manifest per gamma) plus a psd RANK-1 pole layer P = c_P s s^T (closed form; the pole layer carries the bulk of the block).  THE MARGIN IDENTITY [E]: det(G_Z + P) = det G_Z + c_P (s_perp^T G_Z s_perp) -- the razor-thin T-B margin IS the TRANSVERSE ZERO MASS, a sum of squares of the weighted mass the zeros place orthogonal to the pole direction in the 2D lock space (gamma_1 alone carries 3..61%).  SUPERADDITIVITY CERTIFICATE [E]: on-line zeros can only INCREASE det (2x2 psd superadditivity; zeros 2e4 < gamma <= 3e12 on-line by citation): the truncation at 2e4 is safe-side for the lower bound.  THE TYPING [C]: 'E kippt nicht' is a QUANTIFIED PARTIAL-RH TAIL statement -- NOT a 2c-envelope question and NOT a W3 renaming in 2D: the only threat is off-line quadruples above the cited 3e12.  CENSUS: T-B(block) closes on 8/15 verification windows at 3e12 alone, 13/15 under the named density route; the remainder carries exact factors (worst 1428) and finite required heights T* up to 1.1e16.  No marker move, no RH claim.",Exact [E] decomposition + margin identity + superadditivity certificate + [A-cited] verification height + [C] honest partial-RH-tail typing (Python-only per GATE.WOLFRAM.02).,tfpt_3;tfpt_prime_front;parity_toeplitz_classification;tfpt_research_contracts,PRIME.RANK3UNIF.01; PRIME.RANK3ZERO.01; PRIME.W3STRUCT.01; v563,v692_rank3_lockgram.py,Platt-Trudgian Bull. LMS 53 (2021); Gram 1903 / Hutchinson 1925 (gamma_1 = 14.1347),-,"T-B(BLOCK) TYPED: Ahat2 = positive zero-Gram + psd rank-1 pole layer (exact); the margin IS the transverse zero mass (sum of squares); superadditivity certificate; 'E kippt nicht' = quantified partial-RH tail statement (neither envelope question nor W3 renaming); closes 8/15 windows at 3e12, 13/15 with the density route, T* per window computed; no RH statement.",true
PRIME.RANK3DENSITY.01,"Closing T-B(block) with cited explicit zero-density bounds -- OFFENSIVE 2e (one module, 5 checks, ~100 s; discovery probe rank3_density_close_probe.py 5/5).  CITATION LEDGER [A-cited, exact forms]: [A1] Platt-Trudgian 2021 (RH verified to 3e12), [A2] Hasanalizade-Shen-Wong 2022 (explicit RvM count), [A3] functional-equation halving, [A4] the explicit Ingham-form zero density arXiv:2507.15184 (2025, Cor. 1 + Table 1, valid from exactly T >= 3e12); Simonic 2020 honestly listed as trivial in our T-range (needs T > 3e38), KLN 2018 / Bellotti 2024 superseded by [A4] for our purpose.  THE REFINED SAFE-SIDE ENVELOPE [E]: sinh difference pairing (exact lag-difference convolution, NOT the crude ||f||_1^2 (e^{2 a delta} - 1)), V(0) = 0 (near-line off-line zeros are harmless -- the 2d worst case put them at full carrier amplitude), on-line subtraction of the certified count below the citation height (rigorous, ~x2), Abel + Stieltjes tail: PEN drops x6.5..x14.4 vs the 2d worst case.  THE CENSUS: 60/70 complete frame-A windows close UNCONDITIONALLY-MODULO-CITATIONS (verification set 13/15); open remainder exact: h in {1359, 1721, 1868, 2018, 2093, 2472, 2475, 2630, 2656} with T*_expl in [1.0e13, 3.0e13] + h = 5690 at 8.5e14.  [MEASURED] extension beyond the family grows ~ e^{3.74 a}; the declared surface is a FINITE family of 70 complete windows -- window-by-window closure is a valid uniformity route.  HONEST SCOPE: this closes the determinant of the 2x2 LOCK block; full window positivity (W3, all modes) remains the conjecture.  No marker move, no RH claim.  [2026-08-03 LII: the P4 transverse scalarization (v712) closes 9 of the 10 remaining windows at 3e12 -- census now 69/70 unconditional-modulo-citations; the single remainder is h = 5690 with T* = 1.6e14 (down from 8.5e14); the deck lever is dead (triangle inequality).]",Exact [E] refined envelope + [A-cited] explicit zero-density/count citations + [MEASURED] growth law + [C] honest scope (Python-only per GATE.WOLFRAM.02).,tfpt_3;tfpt_prime_front;parity_toeplitz_classification;tfpt_research_contracts,PRIME.RANK3LOCKGRAM.01; PRIME.RANK3ZERO.01; PRIME.RANK3UNIF.01; v563,v693_rank3_density_close.py,"Platt-Trudgian Bull. LMS 53 (2021); Hasanalizade-Shen-Wong J. Number Theory 235 (2022); explicit Ingham form arXiv:2507.15184 (2025); Simonic JMAA 491 (2020, listed trivial in range); Kadiri-Lumley-Ng JMAA 465 (2018) / Bellotti 2024 (superseded by the Ingham form)",-,"T-B(BLOCK) 60/70 CLOSED: explicit Ingham zero density + HSW count + halving + 3e12, built into the sharpened safe-side envelope (sinh pairing, V(0) = 0, on-line subtraction, PEN x6.5..14.4 down); 60/70 complete windows close unconditionally-modulo-citations; exact remainder 9x T* ~ 1-3e13 + h=5690 at 8.5e14; extension grows ~ e^{3.74 a}; no RH statement.",true
PRIME.INTERPCLOSURE.01,"Closing the two named building blocks of the alias-interpolation lemma (PRIME.W3.INTERPOLATION.01 follow-up; one module, 20 checks, ~19 s; discovery probe interpolation_lemma_closure_probe.py 20/20, verdict CLOSURE-BOTH-NEAR-PROOF).  (iii) RETENTION [E]: exact projection identity Im Phi_x(z0) = ||(I - Pi)m||^2, closed-form O(k^2) certificate (geometric F-sums + Gram eigenvalue) valid on every read; measured uniform floor r_f >= 0.548 over the standard family surface, >= 0.266 on subcritical adversarial clusters; BOUNDARY CASE discovered: a straddling sub-resolution real pair collapses the pinned filter (derivative-pin mechanism) but the detector still fires there via the barred Ritz/k=0 branch and retention recovers with alpha; Ingham 1936 covers the Gram at q > 1 (measured k-stable plateau); threshold cost <= -2 ln(1 - loss).  (v) SEPARATION LAW [MEASURED], FORM-CORRECTED: synthetic alpha-scaling (own Lambda sieve to e^{2 alpha} <= 4.9e8, assembly == core, per-lag Weil verified at alpha = 8.4, base forms PD) REJECTS the pure law alpha* = C'/dg (envelope C'_up = 2.640 typed) and establishes the ADDITIVE law alpha* = C_cell/delta1 + C''/dg with C''_med = 0.494, C''_up = 0.590, adjudication-tight (constructed menu == eigen verdict up to one grid step), ZERO exceptions in 97 tests; the two family-blind parent configs detect at alpha* = 7.90 -- the family-alpha undetectability was exactly the resolution gap, now quantified; masking never binds against a solid target; C''(n = 3) ~ 2x pair value = the declared residue.  RESIDUES: the explicit Ingham constant chain (classical bookkeeping), the Dirichlet-kernel overlap bound for C'' (elementary, unwritten), the C''(n) induction for n > 2.  An off-line zero is the HYPOTHESIS of every statement; no RH claim, no marker move.","Exact [E] retention certificate + [MEASURED] form-corrected additive separation law + [C] near-proof typing with named residues (inverted firewall, declared zero input; Python-only per GATE.WOLFRAM.02).",tfpt_3;tfpt_prime_front;tfpt_research_contracts,PRIME.INTERP.01; PRIME.W3STRUCT.01; PRIME.ZEROGAP.01; v563; v589,v694_interpolation_lemma_closure.py,"Ingham Math. Z. 41 (1936); Kadec (1964); Young, Nonharmonic Fourier Series; Iwaniec-Kowalski Thm 5.12; Platt-Trudgian Bull. LMS 53 (2021); mpmath zetazero (committed cache)",-,"CLOSURE-BOTH-NEAR-PROOF: retention closed (O(k^2) certificate, r_f >= 0.548 family surface, straddle boundary case + k=0 branch); separation law form-corrected additive alpha* = C_cell/delta + C''/dg (C'' <= 0.59, 0 exceptions in 97 tests); the 2 open parent configs detect at alpha* = 7.90; C''(n >= 3) ~ 2x = declared residue; no RH statement.",true
PRIME.Z1MEASURE.01,"The Z1 search, OFFENSIVE 5 (contract PRIME.Z1.OPERATOR.01) -- does a self-adjoint, GEOMETRICALLY constructed operator exist (zeta-free, zero-free, AST-enforced) whose polynomial traces generate the Weil window moments? (one module, 25 checks, ~3 s; discovery probe z1_trace_operator_probe.py 25/25, verdict Z1-MEASURE-FROM-COUNTING-OPERATOR-OPEN).  CANDIDATE CENSUS (round 1): (i) the SEAM (v621/v622/v623) DEAD as Z1 spectrum -- traces on 48Z/16Z carriers closed but residuals ~1 despite the one global scalar, spectral phases = arithmetic progression, t-positions drift with 1/D against the window-invariant target spikes; lives as scaffold lab (NS sector = automatic trivial-mode subtraction, clock = positive transfer).  (ii) the E8 COUNTING route (v625/G1): THE MEASURE LIVES, THE OPERATOR IS MISSING -- atoms EXACT from the shell recursion (to n = 20000, Satake normalizer = lattice data, deviation 0.0e+00), arch + pole via the closed Gamma duplication split (the held line carries s = 0, 1), 7/8 target spikes reproduced (q = 0.000, window covariance passes); must-fail: without the Satake projection the form breaks -- the projection is load-bearing, not cosmetic.  (iii) the ORBIFOLD (v679) DEAD as Z1 -- conformal towers Delta + n are APs and the comb carries NO AP structure beyond chance (null-calibrated: AP-fit quantile and tower-hit quantile both >> 0.05); lives as OS-positivity lab for the tau slot.  THE PRECISION FROM Z1a [E]: the deployed window symbol sigma_B is SIGNED (Toeplitz sections indefinite 5/5), BUT the comb sequence c + pole is POSITIVE-FEASIBLE (both test windows; wrong sign breaks): the positive spectral object EXISTS and is the zero comb -- the signedness of the deployed sequence IS the pole subtraction (tau = positive comb trace - closed rank-2 pole functional); the positivity of the deployed form lives in the sine half (exactly the Ramanujan slot of the lab).  KILL CRITERIA preregistered: (K-A) zeta/zero loading = renaming (AST-enforced), (K-B) AP spectra excluded, (K-C) tau without the pole-subtraction part misses, (K-D) per-window fit forbidden.  No marker move, no RH claim.","Exact [E] measure identities (atoms, Gamma split, positive feasibility) + [MEASURED] spike reproduction and null calibrations + [E, kill] must-fail Satake control + [O] operator missing (Python-only per GATE.WOLFRAM.02).",tfpt_3;tfpt_prime_front;tfpt_research_contracts,PRIME.Z1.OPERATOR.01; PRIME.HECKESOS.01; v563; v621; v622; v623; v625; v643; v668; v679,v695_z1_trace_operator.py,"Grenander-Szego 1958; Hecke 1937 (dim M_4 = 1); Legendre duplication (closed Gamma identity); literature gamma_1/gamma_2 (cited for annotation, never loaded)",-,"Z1-MEASURE-FROM-COUNTING-OPERATOR-OPEN: seam + orbifold dead as Z1 spectrum (null-calibrated); the E8 counting route delivers the Weil measure exactly (atoms 0.0e+00, arch/pole via Gamma duplication, 7/8 target spikes, q = 0.000); comb + pole positive-feasible -- signedness = pole subtraction; the operator is the open remainder; no RH statement.",true
PRIME.Z1JACOBI.01,"Z1 canonical construction, OFFENSIVE 5b -- Verblunsky / CMV / Jacobi from the positive comb sequence c + pole (one module, 18 checks, ~1 s; discovery probe z1_jacobi_probe.py 18/18, verdict Z1-JACOBI-OPAQUE with the strong renaming clause explicitly NOT confirmed).  THE CANONICAL OPERATOR EXISTS [E]: CMV unitary (367x367, Verblunsky coefficients via Levinson/Schur) + Jacobi self-adjoint (Wheeler/modified-Chebyshev on the Chebyshev moments), machine-verified back-direction: ALL moments reproduced, worst rel dev 2e-13 -- Z1 is now PURELY the closed-form question for the coefficient sequences.  NO CLOSED LAW [MEASURED]: the two NAMED first-order laws fail (log-symbol r = +0.0485, raw-lag r = +0.0541, counting link r = +0.0965; max|alpha| = 0.24 is nonperturbative -- this rules out the named laws, not every closed form), the h-ladder fails (min r_env = -0.13: the u-profile tracks alpha, not h -- no continuum kernel yet).  BUT THE COUNTING SIGNATURE IS PRESENT [MEASURED]: feature positions on the prime-power slots at q = 0.000, amplitude-mass link r_log = +0.76, and positivity is LOAD-BEARING -- smooth/scramble controls lose PD entirely at k ~ 170/171 while the true masses stay PD to 2865: the coefficients are counting-structured but not yet closed-form-named -- the strong clause 'no structure beyond scramble = renaming suspicion confirmed' does NOT carry.  IHARA ANCHOR: Kesten-McKay density exact, girth corrections measured.  Contract note update PRIME.Z1.OPERATOR.01.  No marker move, no RH claim.","Exact [E] canonical operator existence + moment back-verification + [MEASURED] law failures and counting-signature reads + [E, kill] smooth/scramble positivity collapse (AST zero-firewall; Python-only per GATE.WOLFRAM.02).",tfpt_3;tfpt_prime_front;tfpt_research_contracts,PRIME.Z1MEASURE.01; PRIME.Z1.OPERATOR.01; v563,v696_z1_jacobi.py,"Simon, OPUC (2005) (Verblunsky/CMV, cited); Wheeler 1974 (modified Chebyshev); Kesten 1959 / McKay 1981 (density); Szego asymptotics (cited)",-,"Z1-JACOBI-OPAQUE (renaming clause refuted): canonical CMV/Jacobi operator exists (moments 2e-13); no closed law, BUT features on prime-power slots (q = 0.000), amplitude-mass link r = 0.76, positivity collapses without true masses (170/171 vs 2865); Ihara anchor: Kesten-McKay exact, girth corrections; no RH statement.",true
PRIME.Z1UVAROV.01,"The slot-amplitude transfer law, OFFENSIVE 5c -- exact point-mass / single-lag insertion machinery for the Z1 coefficient response (one module, 14 checks, ~1 s; discovery probe z1_uvarov_probe.py 14/14, verdict Z1-UVAROV-SEQUENTIAL-CLOSED).  DUALITY PROVEN [E]: the atoms are LAG-SIDE insertions, NOT orthogonality-measure point masses (those sit at the zeros = the renaming direction, firewalled); the literal Uvarov/CD-kernel machinery is implemented and distinguishes the two.  THE EXACT TRANSFER IDENTITY [E]: Delta alpha_{m0-1} = w_1/E_{m0-1} (dev 5.6e-17; second identity 8.4e-14; E = Toeplitz det ratio = ||Phi||^2, the position-free Christoffel object), zero response below the slot (locality exact).  THE INVERTED STABILIZATION LAW [MEASURED] (run-1 recalibrated law slot, documented): the Gamma flow (arch+pole background) PREDICTS the counting masses to ~10% -- median ratio 1.026 in [0.90, 1.15], IQR width 0.138 <= 0.35, corr 0.8555 >= 0.80, family medians in [0.8, 1.3] (window-4 census) -- the flow knows the masses, not vice versa.  COMPOSITION SEQUENTIAL-EXACT [E]: Z1 = canonical CMV/Jacobi of the arch+pole background + ONE single-lag insertion per prime power n <= e^{2 alpha} (<= 2 adjacent cells at m0 = u_n/D, weights = linear split of -mu_n/2, counting data only), with just-in-time positivity (prefix margins >= 0, 1-11 lags); every prime power individually load-bearing (removals n <= 32 break PD).  Contract note update PRIME.Z1.OPERATOR.01.  No marker move, no RH claim.",Exact [E] duality + transfer identity + sequential composition + [MEASURED] inverted stabilization law (AST zero-firewall; Python-only per GATE.WOLFRAM.02).,tfpt_3;tfpt_prime_front;tfpt_research_contracts,PRIME.Z1JACOBI.01; PRIME.Z1MEASURE.01; PRIME.Z1.OPERATOR.01; v563,v697_z1_uvarov.py,"Uvarov 1969 (point-mass modification, cited); Christoffel-Darboux kernel (classical); Simon, OPUC (2005)",-,"Z1-UVAROV-SEQUENTIAL-CLOSED: atoms are lag insertions (duality proven); exact transfer identity Delta-alpha = w1/E (5.6e-17); INVERTED stabilization law: the Gamma flow predicts the counting masses to ~10% (median ratio 1.026, corr 0.86); composition sequential-exact with just-in-time positivity; no RH statement.",true
PRIME.Z1FLOWREC.01,"Positions, residual, E-transport, OFFENSIVE 5d -- is the whole prime comb forced by the arch+pole flow? (one module, 15 checks, ~20 s; discovery probe z1_flow_recursion_probe.py 15/15, verdict Z1-RECURSION-SEMI).  POSITIONS FORCED [MEASURED]: per-slot windows 0.5-2 cells (6/6 sharp), jitter null 30/30 (no jittered comb reaches the true objective), adversary deficit -516 lags -- the prime-power positions are pinned by the flow, not fitted.  SHOOTING [MEASURED]: too-light and too-heavy insertions diverge through OPPOSITE channels (reflection coefficient k -> +1 vs k -> -1 at breakdown), so bisecting on sign(k_bd) recovers the counting mass at the true position to median |0.11|% -- the Z1 recursion is a SHOOTING PROBLEM: the counting mass is the unique value threading the flow between the two divergence channels.  [E] slot identity dev 9.4e-14 (5c machinery re-verified).  HONEST NEGATIVES: autonomous reconstruction fails at greedy saturation (1/6 windows; lookahead missing), the residual after arch+pole+primes is noise-like (no further structure found), the E-transport is recursive (each insertion updates E) -- PRIME.Z1.OPERATOR.01 stays OPEN: the continuum reading is missing.  The zero-side read is a firewalled CORRELATION DIAGNOSTIC only (AST-confined to p2_zero_diagnostic, feeds nothing back into any construction).  No marker move, no RH claim.","Exact [E] slot identity + [MEASURED] forced positions, shooting recovery, honest negatives (lookahead, noise-like residual, recursive E-transport); AST-confined zero diagnostic (Python-only per GATE.WOLFRAM.02).",tfpt_3;tfpt_prime_front;tfpt_research_contracts,PRIME.Z1UVAROV.01; PRIME.Z1JACOBI.01; PRIME.Z1MEASURE.01; PRIME.Z1.OPERATOR.01; v563,v698_z1_flow_recursion.py,"mpmath zetazero (firewalled correlation diagnostic only, never construction input)",-,"Z1-RECURSION-SEMI: positions FORCED (windows 0.5-2 cells, jitter null 30/30, adversary -516 lags); shooting recovers the masses at the true position to 0.11% median; honest negatives: autonomous reconstruction fails at greedy saturation (lookahead), residual noise-like, E-transport recursive; PRIME.Z1.OPERATOR.01 stays OPEN (continuum reading missing); no RH statement.",true
